canonical_name,level,parent,aliases
Al Naba'ah,subcommunity,"Al Sharq, Sharjah","nabaah, nabaa, naba, alnabah, alnabaah, al naba, nabah, nabbah, naba'a, nabaah shj, naba shj, nabaah sharjah, al nabaah sharjah, sharq nabaah, nabaah sharq, al sharq nabaah, al sharq nabaa, nabba, nabaha, nabbaha, nebaah, naba'h, nabaahshj, nabaahsharjah, alnaba, nabah sharjah, nabah shj, sharq nabah, nabaa shj, al nabaa shj, nabaa sharjah, al nabaa sharjah"
Al Nad,subcommunity,"Al Qasimia, Sharjah","alnad, nad, alnadd, al nadd, al naad, alned, el nad, elnad, al nad qasimia, qasimia al nad, nad al qasimia, al nad sharjah, nad sharjah, alnad sharjah, qasimia nad, al nade, al nada, alnada, qasimia alnad, alnad qasimia, nad qasimia, al nadd sharjah, alnaad sharjah, elnad sharjah, qasmiya nad, al qasmiya nad, nad al qasmiya, nad qasmiya, alnad qasmiya, qasmiya alnad"
Al Nada Tower,subcommunity,"Al Nahda, Sharjah","al nada, nada tower, nada twr, al nada twr, alnadatower, nadatower, alnada, nadaa tower, al nadah tower, nada tower nahda, al nada nahda, nada nahda, al nada sharjah, nada tower sharjah, nahda nada tower, nada shrj, al nada shrj, nada tower shj, al nada shj, el nada tower, el nada, nadaa, al nadah, nadatwr, alnadatwr, al nada tower shj, nada nahda sharjah"
Al Nadha JAM Residential Complex,subcommunity,"Al Nahda, Sharjah","jam residential, jam complex, jam res, jam bldg, jam building, al nahda jam, al nadha jam, jam nahda, jam nadha, jam sharjah, jam residential sharjah, jam res sharjah, alnahdajam, jamcomplex, jamresidential, jamres, jamresidental, jam residensial, jamresedential, jam complex nahda, jam residential nahda, jam building nahda, jam bldg nahda, al nahda jam complex, al nadha jam complex, jam building sharjah, jam res complex, jam sharjah nahda, jam residensial complex, jam resedential complex, nahda jam residential, nadha jam residential, alnahda jam res, jam res nahda, jam complex al nahda, alnahda jam, jam bldg sharjah, jam resid complex, jam res sharjah nahda, jam complex sharjah, nahda jam, nadha jam, jam residential building, jam res building nahda"
Al Naeem Building,subcommunity,"Abu shagara, Sharjah","anb, al naeem, naeem, alnaeem, al naim, naim, al nayeem, nayeem, al naeem bldg, naeem bldg, al naim bldg, naim bldg, alnaeembldg, al naeim, al naeam, naeem building, al naeem abu shagara, naeem abu shagara, alnaeemabushagara, abushagara naeem, al naim sharjah, naeem sharjah, al naeem shj, naeem shj, naim shj, al nayim, al nayim bldg, alneem, alneem bldg, alneem building, alnaeem shj, naeem abushagara, al naeim bldg, al naeem bld, naeem bld, alnaim, alnaim building, naim sharjah, naim abu shagara, al naeam bldg, al naeem building shj, alnaim sharjah, naeam bldg, al naeim building, naeim bldg, naeim building, al naeem shagara, naeem shagara, naim shagara, al naeim sharjah"
Al Naeem Twin Tower,subcommunity,"Dafan Al Khor, Ras Al Khaimah","al naeem, naeem tower, naeem towers, naeem twin, al naeem tower, al naeem towers, naim twin, naim tower, naeem twin towers, naeem twin rak, naeem tower rak, al naeem rak, naim twin towers, alnaeem, alnaeem tower, naeemtwintower, naim rak, al naeem dafan al khor, naeem dafan al khor, dafan naeem, rak naeem tower, naeem twins, alnaem, al naem tower, al naim, al naem twin tower, naeem twen tower, al naeem dafanalkhor, naim rak tower, al naeim tower, naeim towers, naim twins rak, twin towers rak, naeem twin tower rak, al naeem twen towers, naim twin rak, alnaeemrak, naeem tower dafan al khor, naeemrak, al naim tower rak, naeem dafan rak, alnaeemtwintower, naeem rak towers, alnaim tower rak, naeem twin tower dafan al khor, dafan al khor naeem tower, naim towers rak, naeem twins towers, naeem twen tower rak, naeem twin rak tower, naim dafan al khor, al naeem twin tower rak, naeem twin towers rak, naim twin towers rak, naeem twinrak, al naim twinrak, alnaeem twin rak, al naeem twin towers rak, naeim tower rak, naim twins rak tower, rak naeem twin towers, rak naim tower, rak naim towers, al naim dafan al khor, al naem twin, al naeem twin towerrak, alnaimrak, naeem tower rak dafan al khor, al naeim rak, alnaeemtowerrak, naim tower rak, alnaem twin, alnaem twin tower, naim tower dafan al khor, naeem twins rak, naeim twin tower, naim twin tower rak, al naem rak tower, al naim towerrak, rak al naeem twin, rak naeem towers, rak naim twin tower, naeem twin towers rak dafan al khor, naeem towers rak dafan al khor, naim twins rak dafan al khor, naim tower rak dafan al khor, naeem towers dafan al khor, al naeem twins rak, al naeem twins, al naeem twins towers rak, al naim towers rak, rak naeem twin tower dafan al khor, rak al naeem towers, rak naeem twins towers, rak naim twins towers, rak al naim tower, rak al naim twin towers, rak al naem twin tower, rak al naem towers, rak al naeem tower, al naeem twins rak tower, naeem twins tower rak, naeem towers rak, na"
Al Naemiya Towers,subcommunity,"Al Nuaimiya, Ajman","naemiya towers, naimiya towers, al naimiya towers, naemiya twrs, naimiya twrs, al naemiya twrs, al naimiya twrs, naeemiya towers, naimeya towers, naemia towers, naimya towers, naemiya tower, naimiya tower, alnaemiya, alnaimiya, naemiyatowers, naimiyatowers, alnaemiyatowers, alnaimiyatowers, nuaimiya towers, al nuaimiya towers, nuaimiya twrs, naemiya ajman, naimiya ajman, naemiya towers ajman, naimiya towers ajman, al naemia towers, naemia, naemiya, naimiya, nuaimiya, al nuaimiya, al naemia, al naemiyah towers, al naimiyah towers, naeemiya, naimeya, alnaimya towers, alnaemya towers, naemiya twr, naimiya twr, al naemiya twr, al naimiya twr, towers al naemiya, towers naemiya, towers ajman naemiya, naemiya turs, naimiya turs, al naemiya turs, al naimiya turs, naemeya towers, naimyah towers, al naimya towers, naimiya ajm, naemiya ajm, nuaimiya ajman, al nuaimiya ajman, nuaimiya towers ajman, naimya, naemya, naemia towers ajman, naemiya bldg, naimiya bldg, naemiya buildings, naimiya buildings"
Al Naglah,subcommunity,"Al Ain Industrial Area, Al Ain","naglah, nagla, al nagla, naglaa, naghle, naghleh, alnaglah, alnagla, alnaglaa, nalgah, naglah al ain, nagla al ain, naglah ind, nagla ind, naglah industrial, nagla industrial, al naglah ind, al naglah industrial, al nagla industrial, al nagla ind area, naglah ind area, alnaglahind, alnaglahindustrial, al nalgah, nagla al ain industrial area, naglah al ain industrial area"
Al Nahda 1,subcommunity,"Al Nahda, Dubai","nahda 1, alnahda 1, al nahda1, alnahda1, an1, al nahda one, nahda one, nahda1, al nada 1, al nahada 1, al nadha 1, al nhda 1, al nahdha 1, al nahda dubai 1, nahda dubai 1, al nahda i, alnahdaone, nahdaone, al nhada 1, alnahada 1, al nahda 1 dubai, alnahda 1 dubai, nahda 1 dubai, nhda 1, nadha 1, nahada 1, alnada 1, alnahda i, al nahada1, al nadha1, alnada1, nahada1, nadha1, nhda1, an 1, nahda i, nahda-1, alnahda-1, al nahda-1, n1"
Al Nahda 2,subcommunity,"Al Nahda, Dubai","an2, an 2, nahda 2, nahda2, alnahda2, al nahda2, al nahdha 2, al nahdha2, alnada 2, alnada2, nahda two, nahda ii, al nahda ii, nahda2 dubai, al nahda 2 dubai, alnehda 2, alnehda2, an ii, al nahda two, nahdha 2, alnahda 2, al nada 2, nada 2, nada2, nahdha2, nahda 2 dxb, an2 dubai, an2 dxb, nahda2 dxb, al nahda 2 dxb, alnahda2dxb, alnahda 2 dxb, an 2 dxb, al nahda 2dxb"
Al Nahda Complex,subcommunity,"Al Nahda, Sharjah","anc, nahda complex, nahda comp, nahda cplx, al nahda comp, al nahda cplx, alnahda complex, alnahda comp, alnahda cplx, al nahdah complex, al nada complex, al nahda complx, nahda complx, alnahdacomplex, nahdacomplex, alnahdacomp, alnahdacplx, nahda sharjah complex, sharjah nahda complex, al nahda shj complex, shj nahda complex, al nahda sharjah comp, al nahdah complex shj, nahdah complex shj"
Al Nahda Residential Complex,subcommunity,"Al Nahda, Sharjah","anrc, al nahda complex, nahda complex, nahda residential, al nahda res, nahda res complex, al nahda res complex, al nahda residential, alnahdarescomplex, nahdarescomplex, alnahdacomplex, nahdacomplex, nahda residential complex, al nahdah complex, al nada complex, nahda resdential, nahda resi complex, anrc shj, anrc sharjah, nahda shj complex, al nahda shj complex, nahda residential sharjah, nahda res complex shj, nahda residential comp, al nahda resi, nahda resi, an res complex, nahda res comp, al nahda res comp, nahda resdential complex, nahda resdential comp, shj nahda complex, al nahda residential sharjah, nahda residential shj"
Al Nahda Tower,subcommunity,"Corniche Road, Abu Dhabi","ant, nahda tower, al nahda, nahda, alnahdatower, nahdatower, al nahda corniche, nahda corniche, corniche nahda, al nahdah tower, al nada tower, al nehda tower, nahda twr, nahda towre, al nahdah, al nahda t, nahda tower corniche, al nahda corniche road, nahda corniche rd, alnahda, al nadha, al nadha tower, corniche rd nahda, nahda corniche road, corniche road nahda, corniche al nahda, corniche rd nahda tower, nahda tower corniche rd, al nahda corniche rd, nahda corniche road abu dhabi, nahda twr corniche"
Al Nahyan Villa Compound,subcommunity,"Al Nahyan Camp, Abu Dhabi","al nahyan villa, al nahyan, nahyan villa, nahyan, al nahyan vc, anvc, al nahyan v, nahyan v, alnhyan, nahyan compound, al nahyan cpd, an villa, villa al nahyan, al nahyan camp villa, al nahyan camp v, abu dhabi al nahyan, al nahyan abu dhabi, an villa compound, nahyan vc, al nahyan villas, alnahyancpd, alnahyanv, nahyancpd, nahyanv, alnhyanv, alnhyanvilla, alnahyancmpd, alnahyancmpdv, alnahyancmpdvilla, nahyancmpd, nahyancmpdv, nahyancmpdvilla, al nahyan cmpd, al nahyan cmpd v, al nahyan cmpd villa, nahyan cmpd, nahyan cmpd v, nahyan cmpd villa"
Al Naim Residence,subcommunity,"Jumeirah Village Circle, Dubai","al naim res, anr, alnaim, naim res, jvc al naim, al naim jvc, al naym, al naem, alnaym, jumeirah al naim, naim res jvc, alnaimres, alnaimresidence, jvcalnaim"
Al Naimiya,subcommunity,"Al Nuaimiya, Ajman","naimiya, al naim, naim, al ny, ny, alnaimiya, naimiya ajman, alnaim, an, al nym, ajman naimiya, alnaimiya ajman, naimiya al nuaimiya, al nuaimiya naimiya"
Al Nakhal Road,subcommunity,"Deira, Dubai","al nakhal rd, nakhal rd, al nakhal, nakhal, alnakhal, alnakhal rd, deira al nakhal, al nakhal deira, deira nakhal rd, nakhal road deira, al nakhal r, nakhal r, al nakhalr, nakhalrd, deiranakhal, alnakhaldeira"
Al Nakheel,subcommunity,"Ajman Downtown, Ajman","al nakhl, nakhl, nakheel, alnakhl, alnakheel, ajman nakhl, ajman nakheel, nakheel ajman, al nak, nak, an, alnkl, alnhl, alnkhl, ajm annkhl, ajman alnakhl, al nakhal, alnakhil, nakheelajman, ajmannakhl"
Al Nakheel,subcommunity,"Greens, Dubai","al nakhl, nakhl, nakheel, alnakhl, alnakheel, greens al nakhl, greens nakhl, nakheel greens, al nakhl greens, nakhl greens, alnakhl greens, nakhl grns, al nakhl grns, nakhl dubai, al nakhl dubai, nakheel dubai, alnakhl dubai"
Al Nakheel Tower,subcommunity,"Al Khalidiya, Abu Dhabi","al nakheel, nakheel tower, nakheel twr, al nakhl, nakheel, nakhl twr, alnakheel, nakheeltower, al nakheel tower abu dhabi, al khalidiya al nakheel, al khalidiya nakheel, nakheel al khalidiya, al nakheel al khalidiya"
Al Nakhil 1,subcommunity,"Al Nakhil, Ajman","an1, alnakhil1, nakhil 1, nakil 1, al nakil 1, alnkhil1, ajman al nakhil 1, al nakhil1, an1 ajman, al nakhil one, nakhl 1, al nakhl 1, alnakhil one"
Al Nakhil 2,subcommunity,"Al Nakhil, Ajman","nakheel 2, alnakhil2, al nakhil ii, nakhl2, al nakhl 2, an2, alnakhil, nakhil2, aln2, ajman al nakhil 2, al nakhil2, nakheel2, al nakil 2, alnakhil 2 ajman, al nakhil2 ajman"
Al Narah Apartments,subcommunity,"Dubai Investment Park (DIP), Dubai","al narah, anarah, narah apts, dip narah, narah dip, alnrh, anarh, alnarah, narah flats, dip al narah, al narah dip, anarah apts"
Al Naseem,subcommunity,"Al Hudayriat Island, Abu Dhabi","an, alns, alnsm, naseem, nasim, al nasim, alnaseem, al nasm, al hudayriat al naseem, al naseem al hudayriat, hudayriat al naseem, alnaseem alhudayriat, alhudayriat alnaseem"
Al Naseem,subcommunity,"Al Salam City, Umm Al Quwain","an, aln, alns, naseem, nasim, al nasim, alnaseem, al salam al naseem, naseem al salam, umm al quwain al naseem, an al salam city, al naseem uaq"
Al Naseriya,subcommunity,"Al Sharq, Sharjah","al nas, nas, al nasriya, alnaseriya, alnaseria, al naserya, alnass, alnasy, al sharq al nas, al sharq nas, shj al nas, shj nas, alnaseriya shj, nas al sharq, al nas shj, alnaseriya alsharq"
Al Naseriyya,subcommunity,"Al Khabisi, Al Ain","al nas, nas, al naser, naseriya, alnaseriyya, alnaser, nasriya, al nasriya, al khabisi al nas, al khabisi nas, alkhabisi alnas, alkhabisi nas, nas al khabisi, alnaseriyya al khabisi"
Al Nasr Street,subcommunity,"Al Najda Street, Abu Dhabi","al nasr st, nasr st, al nasr, nasr, alnsr, ansr, nasr str, alnasr, al nasr str, al najda al nasr, al nasr al najda, alnasr st, nasrst, alnstr, al nasr street abu dhabi, anasr, alnasrstr, alnasrst, alnajda alnasr"
Al Nasr Tower,subcommunity,"Danet Abu Dhabi, Abu Dhabi","al nasr twr, nasr twr, al nasr, nasr, danet al nasr, alnasr, nasrtwr, danet nasr, alnasr twr, nasr tower, danet al nasr twr"
Al Nasser Building,subcommunity,"Dubai Silicon Oasis, Dubai","al nasser bldg, nasser bldg, al nasser, nasser, alnasser, alnassir, annasser, al nasir, alnaser, dso al nasser, al nasser dso, dso nasser, silicon al nasser, al nasser silicon"
Al Nayfa,subcommunity,"Al Hili, Al Ain","nayfa, alnayfa, al nayf, nayf, aln, al nayfa al hili, al hili al nayfa, alnayfa alhili, al nayfa al ain, al ain al nayfa"
Al Nayli Building,subcommunity,"Dubai Silicon Oasis, Dubai","al nayli, nayli bldg, alnayli, nayli, al nayli bldg, dubai silicon oasis al nayli, al nayli dso, naylibldg, dso al nayli"
Al Nedal Tower,subcommunity,"Muroor Area, Abu Dhabi","al nedal, nedal twr, alnedal, muroor al nedal, alnedal tower, nedal, muroor nedal, al nedal twr, an tower, alnedal twr, muroor alnedal, alnedaltower, anedal"
Al Neem Residence,subcommunity,"Rawdhat Abu Dhabi, Abu Dhabi","al neem res, neem res, al neem, neem, anr, alneem, neemres, rawdhat al neem, alneemres, alneem residence, neem residence, an residence, al neem r, rawdhat alneem, alneem r"
Al Neem Tower,subcommunity,"Khalifa Street, Abu Dhabi","al neem, neem tower, neem twr, alneem, alneem tower, neemt, khalifa st al neem, al neem khalifa st, alneem twr, neem al, khalifa al neem, alneemtower"
Al Nekhailat,subcommunity,"Al Heerah, Sharjah","al nek, nek, al nk, alnkh, al nekhilat, nekhilat, alnek, al nekh, alnkhlat, sharjah al nek, al nek sharjah, al heerah al nek, al nek al heerah"
Al Noor Tower,subcommunity,"Al Reem Island, Abu Dhabi","al noor, noor tower, alnoor, noor, al noor twr, alnoortower, al noor t, noortower, al noor abu dhabi, al reem al noor, alreem alnoor, al noor al reem, alnoor alreem, al noor al reem island, al reem island al noor"
Al Noor Tower,subcommunity,"Khalifa Street, Abu Dhabi","al noor, noor tower, alnoor, noor twr, al noor twr, khalifa st al noor, al noor khalifa st, alnoortower, khalifa al noor, noortower, al noor t, alnrtwr, alnr twr, khalifa alnoor, al noor khalifa"
Al Noor Towers,subcommunity,"Barsha Heights (Tecom), Dubai","al noor, noor towers, alnoor, noor twr, al noor twrs, barsha al noor, al noor barsha heights, al noor tecom, tecom al noor, alnoortowers, al noor t, noortowers, barsha alnoor, al noor bh, bh al noor"
AL NOQHITA,subcommunity,"Deira, Dubai","al noq, noq, noqhita, alnoq, alnoqhita, noqh, deira al noq, al noq deira, alnoqhta, noqita, alnoqh, noqhit, deira noq, noqhta"
Al Nouf 1,subcommunity,"Al Nouf, Sharjah","al nouf1, nouf1, aln1, al nouf one, alnouf 1, nouf 1, aln ouf, al noof 1, alnouf1, an1, al noof1, aln1 sharjah, al nouf 1 sharjah, nouf1 sharjah, aln ouf1, al noof1 sharjah"
Al Nouf 2,subcommunity,"Al Nouf, Sharjah","al nouf2, nouf 2, nouf2, aln2, al nouf two, an2, aln ouf, al noof 2, alnouf2, nouf2 sharjah, aln2 sharjah, anouf2, al noof2, aln2 shj, alnouf 2"
Al Nouf 3,subcommunity,"Al Nouf, Sharjah","al nouf3, nouf3, aln3, aln ouf, al noof, al noof3, alnouf 3, al nouf, nouf, aln, al nouf3 sharjah, sharjah al nouf3, al nouf sharjah, sharjah al nouf, an3, aln3 sharjah, aln ouf3, al noof3 sharjah, aln3 shj, al nouf3 shj"
Al Nouf 4,subcommunity,"Al Nouf, Sharjah","al nouf4, nouf 4, aln4, nouf4, al nouf four, an4, nouf iv, aln ouf 4, alnouf4, nouf4 sharjah, alnouf 4, anouf 4, aln4 sharjah, nouf 4 sharjah"
Al Nudood,subcommunity,"Al Jimi, Al Ain","al nud, nud, alnud, alnood, alnudod, aljimi alnud, aljimi nud, aljimi alnood, aljimialnud, nud aljimi, alnudaljimi"
Al Odaid Beach Residences,subcommunity,"Al Reem Island, Abu Dhabi","al odaid, odaid beach, odaid res, al odaid res, odaid, alo, aobr, aloda, alodaid, al odaid beach res, al odaid r, odad, alod, al odaid residences, al odaid beach, al odaidbeach, alodaibeach, alreem al odaid, al odaid alreem, alreemoda, al odaid al reem, al odaidreem, al odaid al reem island, al odaid abu dhabi, al odaid beach abu dhabi, al odaid al reem abu dhabi"
Al Odaid Office Tower,subcommunity,"Airport Road, Abu Dhabi","al odaid tower, al odaid, odaid tower, odaid office, al odaid ofc, ao tower, aot, alodaid, odaid twr, al odaid abu dhabi, airport road al odaid, al odaid airport road, alodaid tower, al odaid ofc tower, ao office tower"
Al Otaiba Tower,subcommunity,"Al Najda Street, Abu Dhabi","al otaiba twr, al otaiba, otaiba twr, otaiba tower, al otaiba t, aot, alotaiba, alotaiba twr, al otaibatwr, najda al otaiba, al otaiba najda, al otaiba abu dhabi, otaiba abu dhabi, al otaibatower, al otb, al otiba, al otiba twr, al oteiba, al oteiba twr"
